Indonesia,Batak
"Pada 2004 , terdapat 10.710 rumah tangga gakin atau sekitar 37.791 orang di Kabupaten Tabanan","Di 2004 , Tardapot 10.710 Jabu Balatuk gakin Manang Lambung 37.791 Jolma I Kabupaten Tabanan"
"Hingga saat laporan ini dibuat , PT Askes hanya bekerja dengan dana yang disediakan oleh pemerintah pusat","Sondot Sangga Boaboa On Dibahen , PT Askes Holan Markarejo Dohot Hepeng Na Diparade Angkup Pamarenta Pusok"
Pendaftaran dilakukan sekali setahun dan pada setiap periode baru akan dimulai pada bulan April,Pendaftaran Dipadalan Sahali Sataon Dohot Di Be periode Imbaru Naeng Dipungk Di Bulan April
Tak satu pun dari puskesmas ini memiliki fasilitas rawat inap,Ndang Sada Pe Sian puskesmas On Mangarihon fasilitas Mudu Sorang
Kebijakan ini dibuat untuk menjamin bahwa masyarakat miskin melahirkan di rumah sakit,Habisukon On Dibahen Di Manghangkung Ima Masarakat Pogos Manubuhon I Jabu Hansit
Masyarakat tidak diwajibkan untuk mendatangi puskesmas yang paling dekat dengan rumahnya demi mendapat layanan gratis,Masarakat Ndada diwajibkan Di Mangumbol puskesmas Na Timbil Jonok Dohot Jabuna demi Taruli Hobason Pere
"Oleh karena itu , pasien dapat memilih puskesmas yang ingin didatangi dan akan tercatat dalam kartu mereka","Angkup Alani Ido , Namarsahit Dohar Mamillit puskesmas Na Giot Diebati Dohot Naeng Tarsurat Bagas Kartu Nasida"
"Dalam praktiknya , sebagian masyarakat pergi ke puskesmas yang berbeda , tidak seperti apa yang tertera dalam kartu","Bagas praktiknya , Deba Masarakat Lao Tu puskesmas Na Pinjil , Ndada Tudos Aha Na tertera Bagas Kartu"
Mungkin pasien yang dirujuk ke rumah sakit tidak mendatangi rumah sakit karena beberapa alasan,Huroa Namarsahit Na dirujuk Tu Jabu Hansit Ndada Mangumbol Jabu Hansit Alani Pigapiga Sidalian
Tingkat pemanfaatan untuk layanan ibu hamil / melahirkan di rumah sakit belum berubah sejak pelaksanaan skema jaminan kesehatan,Tingkat pemanfaatan Di Hobason Ina Sandang / Manubuhon I Jabu Hansit Ndangdope Muba Mula pelaksanaan skema Tahanjorat Hahipason
"Tidak ada rumah sakit swasta , dan ini adalah satu-satunya rumah sakit di kabupaten ini","Ndada Isi Jabu Hansit Partikulir , Dohot On Adongma Sada Jabu Hansit I Kabupaten On"
Rumah sakit ini mengelola sendiri sumber dayanya dan tetap mandiri dalam hal pembiayaan lain,Jabu Hansit On Mangaradoti Sadasa Asal dayanya Dohot Tongtong Jae Bagas Bongka pembiayaan Asing
Namun ada pengecualian untuk kasus-kasus kronis dan layanan darurat,Alai Isi pengecualian Di kasus-kasus kronis Dohot Hobason Darurat
"Secara teori , pasien Gakin hanya dapat menerima layanan di rumah sakit setelah mendapat surat rujukan dari puskesmas","Sasara teori , Namarsahit Gakin Holan Dohar Manjalo Hobason I Jabu Hansit Dungkon Taruli Surat rujukan Sian puskesmas"
"Namun demikian , pasien gakin secara berkala mendatangi rumah sakit tanpa surat rujukan yang diperlukan","Alai Alai , Namarsahit gakin Sasara Marombasombas Mangumbol Jabu Hansit Sopola Surat rujukan Na Dihaporluhon"
Hanya ada beberapa kasus di mana rujukan kepada Rumah Sakit Sanglah telah diberikan,Holan Isi Pigapiga kasus I Dia rujukan Tu Jabu Hansit Sanglah Nunga Dilehon
"Dalam hal layanan darurat , keluarga pasien diminta untuk mendapat surat rujukan dari puskesmas dalam tiga hari","Bagas Bongka Hobason Darurat , Tondong Namarsahit Dijalo Di Taruli Surat rujukan Sian puskesmas Bagas Tolu Ari"
Premi skema Askes-Gakin adalah Rp5.000 / orang / bulan,Premi skema Askes-Gakin Adongma Rp5.000 / Jolma / Bulan
"Dalam kasus ini , biaya tidak sepenuhnya ditanggung oleh PT Askes dan pasien harus menanggung sebagian biaya pengobatan tersebut","Bagas kasus On , Ongkos Ndada Sagokna Sibalanjoan Angkup PT Askes Dohot Namarsahit Ingkon Manean Deba Ongkos pengobatan tersebut"
"Premi ini ditentukan oleh DinKes , PT Askes , dan rumah sakit","Premi On Dibuhuli Angkup DinKes , PT Askes , Dohot Jabu Hansit"
"Menurut PT Askes Denpasar , premi telah dihitung berdasarkan","Hombartu PT Askes Denpasar , premi Nunga Dietong Marbingkas"
"Menurut DinKes , mereka mencoba melakukan negosisasi dengan PT Askes agar mendapat premi yang lebih rendah namun tidak disetujui","Hombartu DinKes , Nasida Manuba Padalanhon negosisasi Dohot PT Askes Asa Taruli premi Na Lobi Hetek Alai Ndada Diolopi"
Biaya di rumah sakit dibayar dengan sistem penggantian sesuai biaya,Ongkos I Jabu Hansit Digarar Dohot sistem penggantian Une Ongkos
"Untuk skema Askes- Gakin , puskesmas di Tabanan telah menerima empat bulan kapitasi","Di skema Askes- Gakin , puskesmas I Tabanan Nunga Manjalo Opat Bulan kapitasi"
"Skema Askes-Gakin amat mirip dengan skema ini dalam banyak hal , termasuk premi dan paket bantuannya","Skema Askes-Gakin Hian Suman Dohot skema On Bagas Godang Bongka , Padohot premi Dohot Paket Pangurupionna"
"Dalam sistem Askes , setiap anggota menerima kartu","Bagas sistem Askes , Be Ruas Manjalo Kartu"
Direncanakan bahwa sistem penggantian untuk rumah sakit akan diubah dengan memakai sistem kapitasi,Ditahi Ima sistem penggantian Di Jabu Hansit Naeng Dipauba Dohot Mamahe sistem kapitasi
"Rata-rata , jumlah yang diklaim oleh rumah sakit berkisar 90 juta rupiah per bulan","Hombang , Lonsam Na diklaim Angkup Jabu Hansit Marhusor Siapulu Juta Rupia per Bulan"
Ini khususnya yang dihadapi oleh mereka yang tinggal jauh dari puskesmas,On khususnya Na Didompahi Angkup Nasida Na Tading Tais Sian puskesmas
"Pada 2004 , pemanfaatan layanan puskesmas oleh gakin sedikit lebih rendah dibanding pada 2003","Di 2004 , pemanfaatan Hobason puskesmas Angkup gakin Saotik Lobi Hetek dibanding Di 2003"
Pustu yang ada di hampir semua desa lebih mudah diakses oleh pasien gakin,Pustu Na Isi I Giot Luhut Lumban Lobi Bulus diakses Angkup Namarsahit gakin
Kepala puskesmas mengatakan bahwa rumah sakit tidak pernah menolak rujukan dari Penebal I,Ulu puskesmas Mandokkon Ima Jabu Hansit Ndada Hea Manjua rujukan Sian Penebal I
"Pada 2004 , Penebal I merujuk lebih sedikit pasien ke Rumah Sakit Tabanan dibandingkan pada 2003","Di 2004 , Penebal I merujuk Lobi Saotik Namarsahit Tu Jabu Hansit Tabanan Ditudoshon Di 2003"
"Lebih lanjut , jumlah pasien Gakin yang dirujuk pada 2003 dan 2004 jauh lebih sedikit dibandingkan dengan pasien non-Gakin","Lobi Udut , Lonsam Namarsahit Gakin Na dirujuk Di 2003 Dohot 2004 Tais Lobi Saotik Ditudoshon Dohot Namarsahit non-Gakin"
Pemanfaatan layanan di Marga I pada 2004 mencapai 1.482,Pemanfaatan Hobason I Marga I Di 2004 Sahat 1.482
Puskesmas Marga I melayani penduduk dari enam desa sekitarnya,Puskesmas Marga I Marhalado Isi Sian Onom Lumban Humaliangna
"Berdasarkan SK tersebut , distribusi alokasi Rp39,7 juta adalah sebagai berikut","Marbingkas SK tersebut , Bagi alokasi Rp39,7 Juta Adongma Ansiatni Basa"
"Berdasarkan data ini , kami menyimpulkan bahwa biaya layanan kesehatan Marga I mencapai Rp3.705.000","Marbingkas data On , Hami Manimpulhon Ima Ongkos Hobason Hahipason Marga I Sahat Rp3.705.000"
"Marga I Puskesmas Marga I berada di Desa Kuwun , Kecamatan Marga yang berpenduduk 22.544 jiwa pada 2003 dan 22.569 pada 2004","Marga I Puskesmas Marga I Maradong I Lumban Kuwun , Kecamatan Marga Na berpenduduk 22.544 Tondi Di 2003 Dohot 22.569 Di 2004"
"Marga I menerima pendapatan dari sumber yang sama dengan Penebel I , yakni dari","Marga I Manjalo Pandapotan Sian Asal Na Sarupa Dohot Penebel I , yakni Sian"
"Juga di Marga I , hanya kasus tertentu saja yang dirujuk ke Rumah Sakit Tabanan","Musem I Marga I , Holan kasus Hoding Ondeng Na dirujuk Tu Jabu Hansit Tabanan"
"Akan tetapi , semuanya ini tentu saja bukan media komunikasi yang dapat diakses oleh klien Gakin","Naeng Alai , Sasudena On Tontu Ondeng Ate media komunikasi Na Dohar diakses Angkup klien Gakin"
Rumah sakit ini mengelola sumber daya keuangannya sendiri dan hanya menerima subsidi terbatas dari APBD,Jabu Hansit On Mangaradoti Asal Gogo keuangannya Sadasa Dohot Holan Manjalo Pangurupion Hapalang Sian APBD
Gedung rumah sakit merupakan fasilitas yang juga disediakan oleh pemda,Godung Jabu Hansit merupakan fasilitas Na Musem Diparade Angkup pemda
Ini menyebabkan ketidakpuasan di antara penerima jaminan,On Manghorhon ketidakpuasan I Holangholang Panjalo Tahanjorat
Pembelian obat-obatan dan alat-alat medis serta gaji non-PNS dibiaya sendiri rumah sakit,Panuhoran Ubat Dohot Ulaula alat medis Angkup Gaji non-PNS dibiaya Sadasa Jabu Hansit
Rumah sakit menerima penggantian dana klaim Askes- Gakin setiap bulan,Jabu Hansit Manjalo penggantian Hepeng klaim Askes- Gakin Be Bulan
"Sekitar Rp1,8 miliar dari dana JPK-Gakin pada 2004 dialokasikan untuk pengeluaran layanan kesehatan rumah sakit","Lambung Rp1,8 miliar Sian Hepeng JPK-Gakin Di 2004 dialokasikan Di Pangaluaran Hobason Hahipason Jabu Hansit"
Hal ini konsisten dengan jumlah pasien Gakin yang sangat sedikit yang dirujuk oleh puskesmas,Bongka On Argahata Dohot Lonsam Namarsahit Gakin Na Sai Saotik Na dirujuk Angkup puskesmas
Disebutkan dalam bagian awal bahwa pilihan ini didasarkan pada dua alasan yakni,Digorahon Bagas Jambar Mula Ima Todoan On didasarkan Di Dua Sidalian yakni
"Karena itu , pengawasan dan pemantauan oleh DinKes mengenai kinerja PT Askes cenderung lebih sebagai formalitas","Alani Ido , Pangiringon Dohot Gopgopan Angkup DinKes Mangonai kinerja PT Askes Sundung Lobi Ansiatni formalitas"
"Contohnya , DinKes Tabanan mengakui bahwa mereka tidak berhasil menawarkan premi lebih rendah kepada PT Askes","Tiruna , DinKes Tabanan Marhatingkoshon Ima Nasida Ndada Hasea Mangargahon premi Lobi Hetek Tu PT Askes"
Bapel mengalokasikan dana khusus dan menugaskan stafnya untuk mempromosikan skema,Bapel mengalokasikan Hepeng Sudung Dohot Manuru stafnya Di mempromosikan skema
EFEK PADA PENYEDIAAN LAYANAN JAMINAN KESEHATAN,Nosan Di PENYEDIAAN Hobason Tahanjorat Hahipason
"Untuk kontrak yang baru , mereka juga berencana untuk menegosiasikan paket bantuan yang lebih baik yang harus disediakan PT Askes","Di kontrak Na Imbaru , Nasida Musem Martahi Di menegosiasikan Paket Tumpak Na Lobi Denggan Na Ingkon Diparade PT Askes"
PT Askes - sebagai penyelenggara - juga hampir tidak pernah terlibat dalam kegiatan promosi dan program JPK-Gakin di Tabanan,PT Askes - Ansiatni Napatupahon - Musem Giot Ndada Hea Marsapusapu Bagas kegiatan promosi Dohot Ruhutruhut JPK-Gakin I Tabanan
"Dalam paradigma ini , DinKes bertanggung jawab untuk menjelaskan atau melindungi kepentingan masyarakat miskin","Bagas paradigma On , DinKes bertanggung Alus Di Maniroi Manang Mangamoti Guna Masarakat Pogos"
"Persoalannya , apakah upah kapitasi yang memadai akan mendorong pelayanan yang memuaskan","Persoalannya , Manang Upa kapitasi Na memadai Naeng Mangonjar Pangurupion Na Boho"
"meningkatkan sistem air bersih , bangunan gedung , dan lain-lain )","Patuginjang sistem Aek Ias , Godung Godung , Dohot Asing )"
"Namun demikian , mengendalikan biaya adalah juga isu penting bagi puskesmas karena kapitasi yang diterima lebih dari cukup","Alai Alai , mengendalikan Ongkos Adongma Musem Bortik Ringkot Sagi puskesmas Alani kapitasi Na Dijangkon Lobi Sian Ris"
"Secara umum , layanan kesehatan di puskesmas sungguh terbatas baik dalam hal kualitas maupun keragamannya","Sasara Boa , Hobason Hahipason I puskesmas Tung Hapalang Denggan Bagas Bongka Habagakon Olope keragamannya"
dapat dikatakan bahwa kecukupan dana kapitas tidak memberdayakan puskesmas untuk menyelesaikan masalah yang dihadapinya,Dohar Nidok Ima Hadumaon Hepeng kapitas Ndada memberdayakan puskesmas Di Pasidunghon Hasuharan Na dihadapinya
"Terlebih lagi , sistem ini tidak berarti meningkatkan kualitas layanan kesehatan","Tarlobi Muse , sistem On Ndada Marlapatan Patuginjang Habagakon Hobason Hahipason"
Mereka juga belum sepenuhnya paham tentang paket bantuan yang tersedia bagi mereka,Nasida Musem Ndangdope Sagokna Antus Olap Paket Tumpak Na Ture Sagi Nasida
JPK- Gakin; Purbalingga; kesehatan; program kemiskinan,JPK- Gakin; Purbalingga; Hahipason Ruhutruhut Hapogoson
"Mereka dikatagorikan dalam peserta Gakin Strata I , II dan III","Nasida dikatagorikan Bagas Parsidohot Gakin Strata I , II Dohot III"
"Menurut DinKes , biaya seharusnya berkisar Rp92.000 per keluarga per bulan","Hombartu DinKes , Ongkos Saingkondo Marhusor Rp92.000 per Tondong per Bulan"
Mereka bermaksud untuk perlahan-lahan meningkatkan premi sampai mencapai biaya riil paket bantuan,Nasida Marroha Di Ngorngor Patuginjang premi Das Sahat Ongkos riil Paket Tumpak
40 / 63 pada 2003 yang berlaku efektif pada 7 April 2003,Opatpulu / Onompulutolu Di 2003 Na Marlakku Tulbas Di Pitu April 2003
Peserta skema JKPM dibagi dalam tiga katagori berdasarkan penghasilannya,Parsidohot skema JKPM dibagi Bagas Tolu katagori Marbingkas Sinarina
tingkat penghasilannya dan kondisi hidupnya di atas kelompok miskin,Tingkat Sinarina Dohot kondisi Ngoluna I Ginjang Horong Pogos
Biasanya anggota Gakin / Strata I bekerja sebagai pekerja serabutan atau petani gurem,Somalna Ruas Gakin / Strata I Markarejo Ansiatni Parkarejo serabutan Manang Parhauma gurem
Umumnya mereka adalah pekerja informal seperti tukang ojek dan penarik becak,Umumnya Nasida Adongma Parkarejo informal Tudos Pande ojek Dohot penarik becak
"Secara umum , para anggota Strata III adalah para pedagang eceran menengah atau besar","Sasara Boa , Ni Ruas Strata III Adongma Ni Partigatiga eceran Parsitongaan Manang Balga"
Penyedia layanan kesehatan di Purbalingga yang menerima anggota JKPM sebagai pasien dikategori sebagai berikut,Penyedia Hobason Hahipason I Purbalingga Na Manjalo Ruas JKPM Ansiatni Namarsahit dikategori Ansiatni Basa
Semua anggota JPKM diharapkan untuk mengupayakan layanan kesehatan dari puskesmas terlebih dahulu,Luhut Ruas JPKM Diparsinta Di Mandagar Hobason Hahipason Sian puskesmas Tarlobi Hian
Rumah sakit ini menerima pasien JKPM yang dirujuk dari puskesmas,Jabu Hansit On Manjalo Namarsahit JKPM Na dirujuk Sian puskesmas
Strata II dan III tidak bisa dirujuk keluar kabupaten,Strata II Dohot III Ndada Boi dirujuk Huduru Kabupaten
"RSUP Karyadi di Semarang dan RSUP Margono di Purwekerto , hanya 30 km dari Kabupaten Purbalingga","RSUP Karyadi I Semarang Dohot RSUP Margono I Purwekerto , Holan Tolupulu km Sian Kabupaten Purbalingga"
Jaminan kesehatan seperti ini dianggap dapat mengatasi semua persoalan di atas,Tahanjorat Hahipason Tudos On Pinahamat Dohar Mangatasi Luhut Parsoalan I Ginjang
Perlu dicatat bahwa penyedia layanan ini merupakan layanan umum yang dikelola oleh pemerintah,Porlu dicatat Ima penyedia Hobason On merupakan Hobason Boa Na Diradoti Angkup Pamarenta
Sasaran ini telah dituangkan dalam program Indonesia Sehat 2010 yang dicanangkan oleh Departemen Kesehatan,Situjuon On Nunga Minding Bagas Ruhutruhut Indonesia Hipas 2010a Na dicanangkan Angkup Departemen Hahipason
Menurut DinKes bahwa biaya seharusnya berkisar Rp92.000 per keluarga per bulan,Hombartu DinKes Ima Ongkos Saingkondo Marhusor Rp92.000 per Tondong per Bulan
Premi untuk skema jaminan kesehatan diatur oleh Bapel dengan saran dari penyedia layanan kesehatan,Premi Di skema Tahanjorat Hahipason Dipature Angkup Bapel Dohot Poda Sian penyedia Hobason Hahipason
"Secara teoretis , masing-masing strata memiliki sumber penerimaan yang berbeda","Sasara teoretis , masing-masing strata Mangarihon Asal Panjaloon Na Pinjil"
"Pada tahun anggaran 2002 / 2003 , lebih dari 70% penerimaan berasal dari subsidi pemerintah","Di Taon anggaran 2002 / 2003 , Lobi Sian Pitupulu Panjaloon Marasal Sian Pangurupion Pamarenta"
"Sejak tahun anggaran 2004 , premi asuransi telah ditentukan sebesar Rp50.000 per rumah tangga per tahun","Mula Taon anggaran 2004 , premi Asuransi Nunga Dibuhuli Sabalga Rp50.000 per Jabu Balatuk per Taon"
"Selain dari sumbangan swasta , porsi penerimaan utama berasal dari subsidi pemerintah pusat dan pemerintah daerah","Angkupni Sian Sumbangan Partikulir , Bagian Panjaloon Lopok Marasal Sian Pangurupion Pamarenta Pusok Dohot Pamarenta Huta"
Subsidi ini menjadi berlipat tiga pada tahun berikutnya seperti terlihat pada Tabel 1 di bawah,Pangurupion On Jala Marliunliun Tolu Di Taon Ihuttusi Tudos Tarbereng Di Tabel Sada I Toru
Semua dana berasal dari premi anggota sendiri,Luhut Hepeng Marasal Sian premi Ruas Sadasa
Kepala Bapel menjelaskan bahwa premi ini hanyalah premi pembukaan,Ulu Bapel Maniroi Ima premi On Holanma aoepremi Pamuhai
Puskesmas menerima Rp20.000 per keluarga per tahun,Puskesmas Manjalo Rp20.000 per Tondong per Taon
Separo dana berasal dari premi peserta dan separonya lagi adalah subsidi dari sumber-sumber yang sama seperti7 Strata I,Separo Hepeng Marasal Sian premi Parsidohot Dohot separonya Muse Adongma Pangurupion Sian Asal Na Sarupa seperti7 Strata I
Direncanakan premi pembukaan ini akan terus dinaikkan secara perlahan-lahan hingga mencapai tingkat premi riil pada sekitar 2012,Ditahi premi Pamuhai On Naeng Torus Dipanangkok Sasara Ngorngor Sondot Sahat Tingkat premi riil Di Lambung 2012
"Setelah melalui konsultasi antara berbagai pihak pemangku kepentingan , tingkat kapitasi kemudian ditingkatkan lebih banyak","Dungkon Marhitehite Manungkun Holangholang Marmansam Dingkan pemangku Guna , Tingkat kapitasi Jadi ditingkatkan Lobi Godang"
Hal ini mungkin akibat hubungan antara rumah sakit dan Bapel lebih kuat karena dokter di rumah sakit juga bertugas di Bapel,Bongka On Huroa Horhon Parbogason Holangholang Jabu Hansit Dohot Bapel Lobi Jogi Alani Pandaoni I Jabu Hansit Musem Marsiulaon I Bapel
Mereka mengharapkan agar pengeluaran tahun ini tidak berbeda dengan jumlah pembayaran kapitasi,Nasida Mangaraphon Asa Pangaluaran Taon On Ndada Pinjil Dohot Lonsam Panggararan kapitasi
Staf RSUD menemui kesulitan untuk memprediksi apakah kapitasi tahun ini mencukupi atau tidak,Staf RSUD Manopoti Hagogotan Di memprediksi Manang kapitasi Taon On mencukupi Manang Ndada
namun hal ini tidak akan mengurangi defisit yang telah terjadi pada tahun-tahun permulaan,Alai Bongka On Ndada Naeng Mangorui Hahurangan Na Nunga Manjadi Di Taon tahun Bona
"PAKET BANTUAN Pada prinsipnya , pertama-tama peserta jaminan menerima layanan kesehatan dasar","Paket Tumpak Di prinsipnya , Parjolo Parsidohot Tahanjorat Manjalo Hobason Hahipason Bingkas"
Mereka berhak menerima semua layanan medis yang diperlukan yang tersedia di puskesmas,Nasida Marnampuna Manjalo Luhut Hobason medis Na Dihaporluhon Na Ture I puskesmas
"Untuk Strata II dan Strata III terdapat beberapa pembatasan , seperti","Di Strata II Dohot Strata III Tardapot Pigapiga pembatasan , Tudos"
PERAN KADER DALAM PEMASARAN DAN PENGIDENTIFIKASIAN ANGGOTA JPKM,Dohoti KADER Bagas PEMASARAN Dohot PENGIDENTIFIKASIAN Ruas JPKM
"Untuk para anggota Gakin / Strata I , tidak terdapat batasan pada bentuk pengobatan yang dapat diterima di RSUD","Di Ni Ruas Gakin / Strata I , Ndada Tardapot Bolatan Di Rumang pengobatan Na Dohar Dijangkon I RSUD"
"Jika peserta jaminan kesehatan tidak dapat membayar semua jumlahnya sekaligus , mereka dapat membayarnya melalui cicilan","Molo Parsidohot Tahanjorat Hahipason Ndada Dohar Manggarar Luhut Lonsamna Huhut , Nasida Dohar membayarnya Marhitehite cicilan"
"Mereka tampaknya membuat perkecualian untuk aturan ini , khususnya bagi anggota Gakin / Strata I","Nasida Hataridaan Mambaen perkecualian Di Ruhut On , khususnya Sagi Ruas Gakin / Strata I"
